Accident_ID,FECHA,RANGO HORARIO,DIA SEMANA,DISTRITO,district_code,LUGAR1,latitude,longitude,LUGAR 2,lugar2_code,Nr.,CPFA Hielo,CPFA Lluvia,CPFA Niebla,CPFA Seco,CPFA Nieve,CPSV Mojada,CPSV Aceite,CPSV Grava Suelta,CPSV Seca Y Limpia,Nº VICTIMAS *,TIPO ACCIDENTE,SKOS_TypeAccident,TIPO PERSONA,SEXO,LESIVIDAD,Tramo Edad
2017-9935,17-10-17,2:00-2:59,MARTES,Salamanca,https://www.wikidata.org/wiki/Q1773521,Serrano Street,40.43521667,-3.686513889,,,20,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,HOMBRE,HG                                      ,35-39
2017-9779,17-10-17,15:00-15:59,MARTES,Retiro,https://www.wikidata.org/wiki/Q2002296,rue Doctor Esquerdo,40.41720278,-3.66934722,,,102,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,MUJER,HL                                      ,25-29
2017-9909,19-10-17,9:00-9:59,JUEVES,Tetuán,https://www.wikidata.org/wiki/Q1773540,Calle de Bravo Murillo,40.44831111,-3.703594444,,,176,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,21-24
2017-9913,19-10-17,18:00-18:59,JUEVES,Tetuán,https://www.wikidata.org/wiki/Q1773540,rue Goiri,40.45298333,-3.703911111,,,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,30-34
2017-10061,21-10-17,11:00-11:59,SABADO,Tetuán,https://www.wikidata.org/wiki/Q1773540,paseo de la Castellana,40.44388889,-3.69138889,,,105,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,HOMBRE,HL                                      ,Oct-14
2017-9980,21-10-17,12:00-12:59,SABADO,Carabanchel,https://www.wikidata.org/wiki/Q1001991,CALLE DE BALEARES ,,,Paseo de Santa María de la Cabeza,https://www.wikidata.org/wiki/Q6065630,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,ATROPELLO,/kos/accidentes/atropello,CONDUCTOR,HOMBRE,IL                                      ,18-20
2017-10032,22-10-17,19:00-19:59,DOMINGO,Chamberí,https://www.wikidata.org/wiki/Q1763370,calle de Génova,40.42648889,-3.693380556,,,7,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,45-49
2017-10055,23-10-17,9:00-9:59,LUNES,Moncloa-Aravaca,https://www.wikidata.org/wiki/Q2017682,avenida de Valladolid,40.42955556,-3.730444444, PLAZA DE LA REPUBLICA DE CHILE,,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,45-49
2017-10086,23-10-17,17:00-17:59,LUNES,Chamartín,https://www.wikidata.org/wiki/Q1766348,carrer Corazón de María,40.44578333,-3.6668,calle de Ramos Carrión,https://www.wikidata.org/wiki/Q28940870,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,30-34
2017-10132,24-10-17,12:00-12:59,MARTES,Carabanchel,https://www.wikidata.org/wiki/Q1001991,avenida de los Poblados,40.37371667,-3.733897222, CALLE DE LA SECOYA,,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,60-64
2017-10094,24-10-17,21:00-21:59,MARTES,Centro,https://www.wikidata.org/wiki/Q1763376,calle de Carretas,40.41562222,-3.703219444,,,14,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,HOMBRE,HG                                      ,45-49
2017-10338,25-10-17,13:00-13:59,MIERCOLES,Centro,https://www.wikidata.org/wiki/Q1763376,calle del Marqués de la Ensenada,,,,,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,35-39
2017-10155,25-10-17,18:00-18:59,MIERCOLES,Chamberí,https://www.wikidata.org/wiki/Q1763370,rue de Santa Engracia,40.43743889,-3.699816667,,,101,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,MUJER,HL                                      ,30-34
2017-10198,25-10-17,21:00-21:59,MIERCOLES,Chamberí,https://www.wikidata.org/wiki/Q1763370,rue Zurbarán,40.42953611,-3.692888889,rue Monte Esquinza,https://www.wikidata.org/wiki/Q26837594,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,MUJER,HL                                      ,21-24
2017-10152,26-10-17,14:00-14:59,JUEVES,Carabanchel,https://www.wikidata.org/wiki/Q1001991,avenida de los Poblados,40.37371667,-3.733897222, AVENIDA DEL EURO,,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HG                                      ,25-29
2017-10313,27-10-17,4:00-4:59,VIERNES,Centro,https://www.wikidata.org/wiki/Q1763376,calle de la Fe,40.40897778,-3.700119444,calle de Zurita,https://www.wikidata.org/wiki/Q29051010,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,25-29
2017-10266,27-10-17,9:00-9:59,VIERNES,Chamberí,https://www.wikidata.org/wiki/Q1763370,calle de Fuencarral,40.42479167,-3.700761111,,,131,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,35-39
2017-10229,27-10-17,21:00-21:59,VIERNES,San Blas,https://www.wikidata.org/wiki/Q2001937,calle de Albasanz,40.43745556,-3.62755, CALLE DE RUFINO GONZALEZ,,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,40-44
2017-10237,28-10-17,00:00-00:59,SABADO,Salamanca,https://www.wikidata.org/wiki/Q1773521,Calle de Alcalá,40.4283,-3.66778, PLAZA DE MANUEL BECERRA,,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,MUJER,IL                                      ,21-24
2017-10274,28-10-17,14:00-14:59,SABADO,Chamberí,https://www.wikidata.org/wiki/Q1763370,rue de Santa Engracia,40.43743889,-3.699816667,,,39,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,MUJER,HL                                      ,35-39
2017-10276,29-10-17,4:00-4:59,DOMINGO,Chamberí,https://www.wikidata.org/wiki/Q1763370,Calle de Bravo Murillo,40.44831111,-3.703594444,,,62,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,MUJER,HL                                      ,35-39
2017-10328,29-10-17,16:00-16:59,DOMINGO,Chamberí,https://www.wikidata.org/wiki/Q1763370,rue José Abascal,40.438189,-3.695287,,,48,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,HOMBRE,HL                                      ,30-34
2017-10286,29-10-17,20:00-20:59,DOMINGO,Chamberí,https://www.wikidata.org/wiki/Q1763370,rue Fernández de los Ríos,40.43525278,-3.711286111, CALLE DE ISAAC PERAL,,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,HOMBRE,HG                                      ,30-34
2017-10287,29-10-17,22:00-22:59,DOMINGO,Salamanca,https://www.wikidata.org/wiki/Q1773521,rue General Oraá,40.43605833,-3.681386111,paseo de la Castellana,https://www.wikidata.org/wiki/Q1473674,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,30-34
2017-10264,30-10-17,5:00-5:59,LUNES,Centro,https://www.wikidata.org/wiki/Q1763376,calle del Doctor Cortezo,40.41319444,-3.703791667,,,3,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,MUJER,HL                                      ,25-29
2017-10344,01-11-17,5:00-5:59,MIERCOLES,Retiro,https://www.wikidata.org/wiki/Q2002296,avenue Ciudad de Barcelona,40.40285833,-3.677888889,,,180,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,MUJER,HL                                      ,21-24
2017-10556,01-11-17,14:00-14:59,MIERCOLES,Tetuán,https://www.wikidata.org/wiki/Q1773540,rue Marqués de Viana,40.46263611,-3.702277778,,,20,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,HOMBRE,HL                                      ,Oct-14
2017-10416,02-11-17,8:00-8:59,JUEVES,Retiro,https://www.wikidata.org/wiki/Q2002296,calle de Antonio Acuña,40.42197222,-3.678888889,,,18,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,HOMBRE,HL                                      ,30-34
2017-10459,02-11-17,14:00-14:59,JUEVES,Moncloa-Aravaca,https://www.wikidata.org/wiki/Q2017682,avenue Reyes Católicos,40.43814722,-3.719225,,,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,30-34
2017-10431,02-11-17,19:00-19:59,JUEVES,San Blas,https://www.wikidata.org/wiki/Q2001937,avenida de Arcentales,40.4342,-3.613652778,,,7,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,15-17
2017-10511,04-11-17,9:00-9:59,SABADO,Carabanchel,https://www.wikidata.org/wiki/Q1001991,avenida de los Poblados,40.37371667,-3.733897222,rue Vía Lusitana,https://www.wikidata.org/wiki/Q30475525,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,40-44
2017-10764,04-11-17,15:00-15:59,SABADO,Centro,https://www.wikidata.org/wiki/Q1763376,San Bernardo street,40.42572222,-3.707219444,,,45,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,25-29
2017-10548,06-11-17,8:00-8:59,LUNES,Salamanca,https://www.wikidata.org/wiki/Q1773521,Francisco Silvela Street,40.434675,-3.674663889,,,11,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,30-34
2017-10566,06-11-17,18:00-18:59,LUNES,Chamberí,https://www.wikidata.org/wiki/Q1763370,Calle de Raimundo Fernández Villaverde,40.44659444,-3.698594444,,,30,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,HOMBRE,HL                                      ,45-49
2017-10853,06-11-17,20:00-20:59,LUNES,Centro,https://www.wikidata.org/wiki/Q1763376,calle de Segovia,40.41392222,-3.717280556,Ronda de Segovia,https://www.wikidata.org/wiki/Q27955399,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,35-39
2017-10879,08-11-17,15:00-15:59,MIERCOLES,Centro,https://www.wikidata.org/wiki/Q1763376,CALLE DE COLON ,,,calle de Génova,https://www.wikidata.org/wiki/Q24294474,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,HOMBRE,HL                                      ,45-49
2017-10641,08-11-17,20:00-20:59,MIERCOLES,Retiro,https://www.wikidata.org/wiki/Q2002296,Calle de Alcalá,40.4283,-3.66778,"Calle de O'Donnell, Madrid",https://www.wikidata.org/wiki/Q5740859,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,40-44
2017-10671,08-11-17,21:00-21:59,MIERCOLES,Fuencarral-El Pardo,https://www.wikidata.org/wiki/Q656196,paseo de la Castellana,40.44388889,-3.69138889,,,257,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,HOMBRE,HL                                      ,35-39
2017-10662,10-11-17,1:00-1:59,VIERNES,Centro,https://www.wikidata.org/wiki/Q1763376,rue Colegiata,40.41327222,-3.707125,,,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,40-44
2017-10781,12-11-17,10:00-10:59,DOMINGO,Salamanca,https://www.wikidata.org/wiki/Q1773521,calle del Príncipe de Vergara,40.43817778,-3.679047222,,,87,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,MUJER,HL                                      ,40-44
2017-10918,12-11-17,14:00-14:59,DOMINGO,Centro,https://www.wikidata.org/wiki/Q1763376,Gran Vía,40.42,-3.70361,,,66,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,HOMBRE,HL                                      ,18-20
2017-10862,13-11-17,15:00-15:59,LUNES,Ciudad Lineal,https://www.wikidata.org/wiki/Q1763694,Calle de Alcalá,40.4283,-3.66778, CALLE DE FEDERICO GUTIERREZ,,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,35-39
2017-10867,14-11-17,19:00-19:59,MARTES,Ciudad Lineal,https://www.wikidata.org/wiki/Q1763694,CALLE DE FRANCISCO LARGO CABALLERO ,,,avenida de la Institución Libre de Enseñanza,https://www.wikidata.org/wiki/Q5740959,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,35-39
2017-10966,17-11-17,13:00-13:59,VIERNES,Salamanca,https://www.wikidata.org/wiki/Q1773521,rue José Ortega y Gasset,40.43012222,-3.680130556,,,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,MUJER,HL                                      ,25-29
2017-11146,17-11-17,14:00-14:59,VIERNES,Ciudad Lineal,https://www.wikidata.org/wiki/Q1763694,calle de Arturo Soria,40.46258333,-3.66463889, CALLE DEL MARQUES DE PICO VELASCO,,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,MUJER,HL                                      ,18-20
2017-10971,18-11-17,4:00-4:59,SABADO,Retiro,https://www.wikidata.org/wiki/Q2002296,avenue Menéndez Pelayo,40.41585833,-3.677958333,,,71,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,CHOQUE CON OBJETO FIJO,/kos/accidentes/choque-con-objeto-fijo,CONDUCTOR,HOMBRE,HL                                      ,21-24
2017-11031,18-11-17,10:00-10:59,SABADO,Ciudad Lineal,https://www.wikidata.org/wiki/Q1763694,avenida de la Institución Libre de Enseñanza,40.42816111,-3.630980556, CALLE DEL SAUZAL,,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,ATROPELLO,/kos/accidentes/atropello,CONDUCTOR,HOMBRE,IL                                      ,50-54
2017-11011,18-11-17,17:00-17:59,SABADO,Chamberí,https://www.wikidata.org/wiki/Q1763370,Calle de Bravo Murillo,40.44831111,-3.703594444,rue José Abascal,https://www.wikidata.org/wiki/Q27310549,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,HOMBRE,HL                                      ,15-17
2017-11229,19-11-17,20:00-20:59,DOMINGO,Centro,https://www.wikidata.org/wiki/Q1763376,Calle de Alcalá,40.4283,-3.66778,,,45,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,21-24
2017-11116,21-11-17,8:00-8:59,MARTES,Retiro,https://www.wikidata.org/wiki/Q2002296,Calle Comercio,,,,,6,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,Oct-14
2017-11341,22-11-17,15:00-15:59,MIERCOLES,Centro,https://www.wikidata.org/wiki/Q1763376,,,,calle de Bailén,https://www.wikidata.org/wiki/Q5740811,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,MUJER,HL                                      ,60-64
2017-11192,23-11-17,15:00-15:59,JUEVES,Moratalaz,https://www.wikidata.org/wiki/Q2076109,BARRIO DE PAVONES ,,,"Calle de la Fuente Carrantona, Madrid",https://www.wikidata.org/wiki/Q28936137,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,HOMBRE,HL                                      ,60-64
2017-11230,23-11-17,20:00-20:59,JUEVES,Salamanca,https://www.wikidata.org/wiki/Q1773521,Conde de Peñalver Street,40.42939722,-3.675327778,,,30,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,MUJER,HL                                      ,35-39
2017-11264,24-11-17,20:00-20:59,VIERNES,Moncloa-Aravaca,https://www.wikidata.org/wiki/Q2017682,calle de Romero Robledo,40.431905,-3.720637,,,3,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,21-24
2017-11559,26-11-17,5:00-5:59,DOMINGO,Centro,https://www.wikidata.org/wiki/Q1763376,Calle de Atocha,40.41311944,-3.700588889,,,109,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,HOMBRE,HL                                      ,21-24
2017-11362,27-11-17,12:00-12:59,LUNES,Arganzuela,https://www.wikidata.org/wiki/Q2000929,boulevard Delicias,40.39916667,-3.694138889,,,41,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,35-39
2017-11399,28-11-17,8:00-8:59,MARTES,Chamberí,https://www.wikidata.org/wiki/Q1763370,Calle de Bravo Murillo,40.44831111,-3.703594444,,,53,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,HOMBRE,HL                                      ,30-34
2017-11486,29-11-17,13:00-13:59,MIERCOLES,Arganzuela,https://www.wikidata.org/wiki/Q2000929,GLORIETA DE SANTA MARIA DE LA CABEZA ,,,Paseo de Santa María de la Cabeza,https://www.wikidata.org/wiki/Q6065630,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,25-29
2017-11728,29-11-17,16:00-16:59,MIERCOLES,Tetuán,https://www.wikidata.org/wiki/Q1773540,Calle de Bravo Murillo,40.44831111,-3.703594444,"Calle de Lope de Haro, Madrid",https://www.wikidata.org/wiki/Q28039019,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,21-24
2017-11529,29-11-17,20:00-20:59,MIERCOLES,Centro,https://www.wikidata.org/wiki/Q1763376,GLORIETA DE PUERTA DE TOLEDO ,,,Ronda de Segovia,https://www.wikidata.org/wiki/Q27955399,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,30-34
2017-11529,29-11-17,20:00-20:59,MIERCOLES,Centro,https://www.wikidata.org/wiki/Q1763376,GLORIETA DE PUERTA DE TOLEDO ,,,Ronda de Segovia,https://www.wikidata.org/wiki/Q27955399,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,NO ASIGNADO,NO ASIGNADA,0-0
2017-11987,01-12-17,16:00-16:59,VIERNES,Centro,https://www.wikidata.org/wiki/Q1763376,calle de Recoletos,40.421829,-3.689973, PLAZA DE CIBELES,,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,IL                                      ,21-24
2017-11800,05-12-17,22:00-22:59,MARTES,Chamartín,https://www.wikidata.org/wiki/Q1766348,"Paseo de La Habana, Madrid",40.45732778,-3.681252778, PLAZA DE LOS SAGRADOS CORAZONES,,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,HOMBRE,HL                                      ,25-29
2017-11830,07-12-17,21:00-21:59,JUEVES,Centro,https://www.wikidata.org/wiki/Q1763376,San Bernardo street,40.42572222,-3.707219444,calle de Santa Cruz de Marcenado,https://www.wikidata.org/wiki/Q54801433,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,HOMBRE,HL                                      ,35-39
2017-11890,08-12-17,12:00-12:59,VIERNES,Carabanchel,https://www.wikidata.org/wiki/Q1001991,avenida de los Poblados,40.37371667,-3.733897222,rue Vía Lusitana,https://www.wikidata.org/wiki/Q30475525,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,55-59
2017-11870,10-12-17,14:00-14:59,DOMINGO,Centro,https://www.wikidata.org/wiki/Q1763376,rue Gravina,40.42284722,-3.697138889,,,11,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,ATROPELLO,/kos/accidentes/atropello,CONDUCTOR,HOMBRE,HG                                      ,25-29
2017-12183,10-12-17,18:00-18:59,DOMINGO,Usera,https://www.wikidata.org/wiki/Q953368,rue Antonio López,40.38311944,-3.695783333, CALLE DE SAN ZACARIAS,,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,21-24
2017-12055,12-12-17,16:00-16:59,MARTES,Centro,https://www.wikidata.org/wiki/Q1763376,calle de Argumosa,40.408075,-3.698541667,Ronda de Atocha,https://www.wikidata.org/wiki/Q26831149,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,25-29
2017-12099,14-12-17,8:00-8:59,JUEVES,Centro,https://www.wikidata.org/wiki/Q1763376,Calle de Alcalá,40.4283,-3.66778,,,11,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,HOMBRE,HG                                      ,60-64
2017-12117,14-12-17,21:00-21:59,JUEVES,Centro,https://www.wikidata.org/wiki/Q1763376,Calle de los Cuchilleros,40.41410556,-3.708102778, PLAZA DE PUERTA CERRADA,,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,ATROPELLO,/kos/accidentes/atropello,CONDUCTOR,NO ASIGNADO,NO ASIGNADA,0-0
