Accident_ID,FECHA,RANGO HORARIO,DIA SEMANA,DISTRITO,district_code,LUGAR1,latitude,longitude,LUGAR 2,lugar2_code,Nr.,CPFA Hielo,CPFA Lluvia,CPFA Niebla,CPFA Seco,CPFA Nieve,CPSV Mojada,CPSV Aceite,CPSV Grava Suelta,CPSV Seca Y Limpia,Nº VICTIMAS *,TIPO ACCIDENTE,SKOS_TypeAccident,TIPO PERSONA,SEXO,LESIVIDAD,Tramo Edad
2017-5763,15-06-17,14:00-14:59,JUEVES,Salamanca,https://www.wikidata.org/wiki/Q1773521,rue Juan Bravo,40.43267222,-3.680297222,Conde de Peñalver Street,https://www.wikidata.org/wiki/Q28054244,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,35-39
2017-5748,15-06-17,19:00-19:59,JUEVES,Retiro,https://www.wikidata.org/wiki/Q2002296,calle de Cavanilles,40.40499722,-3.673825,,,21,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,MUJER,HL                                      ,45-49
2017-5806,16-06-17,10:00-10:59,VIERNES,Moncloa-Aravaca,https://www.wikidata.org/wiki/Q2017682,calle de Ferraz,40.42811389,-3.719258333,calle del Buen Suceso,https://www.wikidata.org/wiki/Q28016010,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,MUJER,HL                                      ,40-44
2017-5790,16-06-17,22:00-22:59,VIERNES,Centro,https://www.wikidata.org/wiki/Q1763376,Calle de Atocha,40.41311944,-3.700588889,,,104,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,HOMBRE,HL                                      ,25-29
2017-6007,17-06-17,00:00-00:59,SABADO,Tetuán,https://www.wikidata.org/wiki/Q1773540,rue San Germán,40.45635833,-3.694602778,,,38,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,MUJER,HL                                      ,55-59
2017-5902,19-06-17,13:00-13:59,LUNES,Retiro,https://www.wikidata.org/wiki/Q2002296,rue Doctor Esquerdo,40.41720278,-3.66934722,,,110,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,CHOQUE CON OBJETO FIJO,/kos/accidentes/choque-con-objeto-fijo,CONDUCTOR,HOMBRE,HL                                      ,15-17
2017-6027,21-06-17,13:00-13:59,MIERCOLES,Carabanchel,https://www.wikidata.org/wiki/Q1001991,Calle General Ricardos,40.39025556,-3.729,,,115,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,21-24
2017-6017,22-06-17,23:00-23:59,JUEVES,Chamberí,https://www.wikidata.org/wiki/Q1763370,rue Fortuny,40.43075278,-3.6907,rue Zurbarán,https://www.wikidata.org/wiki/Q28028696,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,18-20
2017-6138,24-06-17,21:00-21:59,SABADO,Centro,https://www.wikidata.org/wiki/Q1763376,rue Bolsa,40.41485556,-3.704491667,,,11,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,HOMBRE,HL                                      ,21-24
2017-6283,26-06-17,19:00-19:59,LUNES,Tetuán,https://www.wikidata.org/wiki/Q1773540,Calle de Bravo Murillo,40.44831111,-3.703594444, CALLE DE JUAN PANTOJA,,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,HOMBRE,HL                                      ,25-29
2017-6285,26-06-17,19:00-19:59,LUNES,Tetuán,https://www.wikidata.org/wiki/Q1773540,Jerónima Llorente Street,40.45410556,-3.707497222,,,75,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,35-39
2017-6282,26-06-17,20:00-20:59,LUNES,Tetuán,https://www.wikidata.org/wiki/Q1773540,Calle de Raimundo Fernández Villaverde,40.44659444,-3.698594444,,,15,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,25-29
2017-6226,27-06-17,20:00-20:59,MARTES,San Blas,https://www.wikidata.org/wiki/Q2001937,Calle de Estocolmo,40.42818611,-3.600172222,,,26,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,HOMBRE,HL                                      ,50-54
2017-6268,28-06-17,14:00-14:59,MIERCOLES,Carabanchel,https://www.wikidata.org/wiki/Q1001991,rue Antonio de Leyva,40.39126389,-3.715530556, CALLE DE TOMAS MEABE,,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,30-34
2017-6225,28-06-17,15:00-15:59,MIERCOLES,Retiro,https://www.wikidata.org/wiki/Q2002296,"Calle de O'Donnell, Madrid",40.42141667,-3.672352778,,,44,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,MUJER,HL                                      ,30-34
2017-6439,29-06-17,19:00-19:59,JUEVES,Centro,https://www.wikidata.org/wiki/Q1763376,calle de Génova,40.42648889,-3.693380556,,,20,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,MUJER,HL                                      ,25-29
2017-6380,02-07-17,13:00-13:59,DOMINGO,San Blas,https://www.wikidata.org/wiki/Q2001937,calle de Sofía,40.42403056,-3.600375,,,9,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,MUJER,HL                                      ,18-20
2017-6495,04-07-17,18:00-18:59,MARTES,Moncloa-Aravaca,https://www.wikidata.org/wiki/Q2017682,calle de Romero Robledo,40.431905,-3.720637,,,12,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,HOMBRE,HL                                      ,55-59
2017-6494,04-07-17,19:00-19:59,MARTES,Carabanchel,https://www.wikidata.org/wiki/Q1001991,avenida de los Poblados,40.37371667,-3.733897222, AVENIDA DEL EURO,,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,25-29
2017-6490,05-07-17,14:00-14:59,MIERCOLES,Chamartín,https://www.wikidata.org/wiki/Q1766348,carrer Corazón de María,40.44578333,-3.6668,,,9,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,18-20
2017-6737,07-07-17,7:00-7:59,VIERNES,Tetuán,https://www.wikidata.org/wiki/Q1773540,rue Hernani,40.44826389,-3.700922222,calle del Aviador Zorita,https://www.wikidata.org/wiki/Q28045099,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,HOMBRE,HL                                      ,65-69
2017-6588,08-07-17,4:00-4:59,SABADO,Retiro,https://www.wikidata.org/wiki/Q2002296,"Calle del Doctor Velasco, Madrid",40.40872778,-3.689455556, PASEO DE LA INFANTA ISABEL,,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,MUJER,HL                                      ,21-24
2017-6591,08-07-17,10:00-10:59,SABADO,Arganzuela,https://www.wikidata.org/wiki/Q2000929,boulevard Delicias,40.39916667,-3.694138889,,,43,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,HOMBRE,HL                                      ,40-44
2017-6779,10-07-17,2:00-2:59,LUNES,Centro,https://www.wikidata.org/wiki/Q1763376,calle de Segovia,40.41392222,-3.717280556, CUESTA DE LA VEGA,,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,30-34
2017-6684,10-07-17,13:00-13:59,LUNES,Carabanchel,https://www.wikidata.org/wiki/Q1001991,avenida de los Poblados,40.37371667,-3.733897222, AVENIDA DEL EURO,,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,40-44
2017-6714,11-07-17,18:00-18:59,MARTES,Centro,https://www.wikidata.org/wiki/Q1763376,Calle de Alcalá,40.4283,-3.66778,calle del Marqués de Cubas,https://www.wikidata.org/wiki/Q19304646,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,MT                                      ,55-59
2017-6716,11-07-17,23:00-23:59,MARTES,Moncloa-Aravaca,https://www.wikidata.org/wiki/Q2017682,Cuesta de San Vicente,40.42062222,-3.715108333,,,34,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,HOMBRE,HL                                      ,21-24
2017-6789,12-07-17,12:00-12:59,MIERCOLES,Salamanca,https://www.wikidata.org/wiki/Q1773521,avenue Menéndez Pelayo,40.41585833,-3.677958333,Calle de Alcalá,https://www.wikidata.org/wiki/Q2424746,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,MUJER,HL                                      ,21-24
2017-6748,12-07-17,20:00-20:59,MIERCOLES,Salamanca,https://www.wikidata.org/wiki/Q1773521,Calle de Alcalá,40.4283,-3.66778,,,87,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,21-24
2017-6804,13-07-17,9:00-9:59,JUEVES,Retiro,https://www.wikidata.org/wiki/Q2002296,rue Doctor Esquerdo,40.41720278,-3.66934722,,,182,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,HOMBRE,HL                                      ,35-39
2017-6822,13-07-17,19:00-19:59,JUEVES,Salamanca,https://www.wikidata.org/wiki/Q1773521,rue José Ortega y Gasset,40.43012222,-3.680130556,,,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,HOMBRE,HL                                      ,15-17
2017-6895,14-07-17,14:00-14:59,VIERNES,Centro,https://www.wikidata.org/wiki/Q1763376,Calle de Alcalá,40.4283,-3.66778,,,48,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,MUJER,HL                                      ,25-29
2017-6852,16-07-17,1:00-1:59,DOMINGO,Retiro,https://www.wikidata.org/wiki/Q2002296,avenue Ciudad de Barcelona,40.40285833,-3.677888889, CALLE DE LEON GIL DE PALACIO,,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,25-29
2017-6941,16-07-17,16:00-16:59,DOMINGO,Carabanchel,https://www.wikidata.org/wiki/Q1001991,Calle General Ricardos,40.39025556,-3.729,,,3,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,ATROPELLO,/kos/accidentes/atropello,CONDUCTOR,HOMBRE,IL                                      ,Oct-14
2017-6890,17-07-17,13:00-13:59,LUNES,Centro,https://www.wikidata.org/wiki/Q1763376,rue General Castaños,,,,,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,ATROPELLO,/kos/accidentes/atropello,CONDUCTOR,HOMBRE,IL                                      ,18-20
2017-6919,17-07-17,17:00-17:59,LUNES,Centro,https://www.wikidata.org/wiki/Q1763376,Gran Vía,40.42,-3.70361,,,16,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,MUJER,HL                                      ,30-34
2017-7013,19-07-17,15:00-15:59,MIERCOLES,Tetuán,https://www.wikidata.org/wiki/Q1773540,paseo de la Castellana,40.44388889,-3.69138889,,,89,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,HOMBRE,HL                                      ,55-59
2017-7072,21-07-17,19:00-19:59,VIERNES,Chamberí,https://www.wikidata.org/wiki/Q1763370,paseo de San Francisco de Sales,40.442161,-3.71334,,,41,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,HOMBRE,HL                                      ,18-20
2017-7073,22-07-17,19:00-19:59,SABADO,Chamberí,https://www.wikidata.org/wiki/Q1763370,calle de Esquilache,40.44595278,-3.70515,,,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,MUJER,HL                                      ,30-34
2017-7088,22-07-17,21:00-21:59,SABADO,San Blas,https://www.wikidata.org/wiki/Q2001937,avenida de Arcentales,40.4342,-3.613652778, AVENIDA DE CANILLEJAS A VICALVARO,,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,HOMBRE,HL                                      ,40-44
2017-7360,23-07-17,2:00-2:59,DOMINGO,Centro,https://www.wikidata.org/wiki/Q1763376,Calle de Alcalá,40.4283,-3.66778,Calle del Marqués de Casa Riera,https://www.wikidata.org/wiki/Q42767177,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,HOMBRE,HL                                      ,25-29
2017-7130,23-07-17,13:00-13:59,DOMINGO,Moncloa-Aravaca,https://www.wikidata.org/wiki/Q2017682,Paseo de Camoens,40.43117778,-3.725802778, PASEO DE RUPERTO CHAPI,,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,HOMBRE,HL                                      ,18-20
2017-7153,24-07-17,13:00-13:59,LUNES,Chamberí,https://www.wikidata.org/wiki/Q1763370,GLORIETA DE RUBEN DARIO ,,,boulevard Eduardo Dato,https://www.wikidata.org/wiki/Q20890584,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,55-59
2017-7150,24-07-17,13:00-13:59,LUNES,Chamberí,https://www.wikidata.org/wiki/Q1763370,paseo de la Castellana,40.44388889,-3.69138889,,,33,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,30-34
2017-7340,24-07-17,17:00-17:59,LUNES,Centro,https://www.wikidata.org/wiki/Q1763376,calle de Segovia,40.41392222,-3.717280556,,,13,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,25-29
2017-7219,26-07-17,19:00-19:59,MIERCOLES,Arganzuela,https://www.wikidata.org/wiki/Q2000929,"Calle de Méndez Álvaro, Madrid",40.40091111,-3.686086111,,,78,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,40-44
2017-7225,26-07-17,20:00-20:59,MIERCOLES,Moratalaz,https://www.wikidata.org/wiki/Q2076109,calle del Camino de los Vinateros,40.41013333,-3.651555556, PLAZA DEL CORREGIDOR ALONSO DE TOBAR,,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,ATROPELLO,/kos/accidentes/atropello,CONDUCTOR,NO ASIGNADO,NO ASIGNADA,0-0
2017-7240,27-07-17,12:00-12:59,JUEVES,Moratalaz,https://www.wikidata.org/wiki/Q2076109,"Avenida del Doctor García Tapia, Madrid",40.4116,-3.645166667, CALLE DE FELIX RODRIGUEZ DE LA FUENTE,,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,HOMBRE,HL                                      ,50-54
2017-7261,27-07-17,14:00-14:59,JUEVES,Centro,https://www.wikidata.org/wiki/Q1763376,Calle de Alcalá,40.4283,-3.66778,,,40,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,HOMBRE,HL                                      ,45-49
2017-7336,29-07-17,15:00-15:59,SABADO,Arganzuela,https://www.wikidata.org/wiki/Q2000929,Calle de Embajadores,40.389625,-3.69205,,,98,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,55-59
2017-7336,29-07-17,15:00-15:59,SABADO,Arganzuela,https://www.wikidata.org/wiki/Q2000929,Calle de Embajadores,40.389625,-3.69205,,,98,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,MUJER,HL                                      ,45-49
2017-7371,31-07-17,20:00-20:59,LUNES,Salamanca,https://www.wikidata.org/wiki/Q1773521,Calle de Alcalá,40.4283,-3.66778,calle de Velázquez,https://www.wikidata.org/wiki/Q20031523,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,MUJER,HL                                      ,21-24
2017-7429,31-07-17,21:00-21:59,LUNES,Centro,https://www.wikidata.org/wiki/Q1763376,Calle de Alcalá,40.4283,-3.66778,Calle del Marqués de Casa Riera,https://www.wikidata.org/wiki/Q42767177,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,ATROPELLO,/kos/accidentes/atropello,CONDUCTOR,HOMBRE,IL                                      ,55-59
2017-7373,31-07-17,21:00-21:59,LUNES,Hortaleza,https://www.wikidata.org/wiki/Q1928529,Avenida de los Andes,40.45482778,-3.621480556,,,22,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,25-29
2017-7383,01-08-17,8:00-8:59,MARTES,San Blas,https://www.wikidata.org/wiki/Q2001937,avenida de la Institución Libre de Enseñanza,40.42816111,-3.630980556,,,73,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,HOMBRE,HL                                      ,40-44
2017-7382,01-08-17,12:00-12:59,MARTES,Chamartín,https://www.wikidata.org/wiki/Q1766348,Serrano Street,40.43521667,-3.686513889,,,109,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,HOMBRE,HG                                      ,35-39
2017-7393,01-08-17,13:00-13:59,MARTES,Arganzuela,https://www.wikidata.org/wiki/Q2000929,"Calle de Méndez Álvaro, Madrid",40.40091111,-3.686086111,,,21,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,CAÍDA MOTOCICLETA,/kos/accidentes/caída-motocicleta,CONDUCTOR,HOMBRE,IL                                      ,30-34
2017-7407,01-08-17,17:00-17:59,MARTES,Arganzuela,https://www.wikidata.org/wiki/Q2000929,CALLE DE JOSE ANTONIO DE ARMONA ,,,Paseo de Santa María de la Cabeza,https://www.wikidata.org/wiki/Q6065630,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,25-29
2017-7457,02-08-17,14:00-14:59,MIERCOLES,Chamartín,https://www.wikidata.org/wiki/Q1766348,"Paseo de La Habana, Madrid",40.45732778,-3.681252778,,,77,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,18-20
2017-7582,04-08-17,13:00-13:59,VIERNES,Centro,https://www.wikidata.org/wiki/Q1763376,calle del Barco,40.42228056,-3.702563889,,,20,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,HOMBRE,HL                                      ,35-39
2017-7592,05-08-17,20:00-20:59,SABADO,Centro,https://www.wikidata.org/wiki/Q1763376,San Bernardo street,40.42572222,-3.707219444,,,86,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,MUJER,HL                                      ,21-24
2017-7608,08-08-17,8:00-8:59,MARTES,Hortaleza,https://www.wikidata.org/wiki/Q1928529,avenida de las Fuerzas Armadas,40.48222778,-3.624088889, GLORIETA DE JOSE LUIS FERNANDEZ DEL AMO,,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,MUJER,HL                                      ,15-17
2017-7635,10-08-17,8:00-8:59,JUEVES,Salamanca,https://www.wikidata.org/wiki/Q1773521,Calle de Alcalá,40.4283,-3.66778,,,81,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,MUJER,HL                                      ,35-39
2017-7756,10-08-17,21:00-21:59,JUEVES,Tetuán,https://www.wikidata.org/wiki/Q1773540,"Calle de Francos Rodríguez, Madrid",40.45766111,-3.710852778,,,26,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,21-24
2017-7685,12-08-17,15:00-15:59,SABADO,Chamartín,https://www.wikidata.org/wiki/Q1766348,paseo de la Castellana,40.44388889,-3.69138889,,,214,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,MUJER,HL                                      ,30-34
2017-7787,12-08-17,21:00-21:59,SABADO,Centro,https://www.wikidata.org/wiki/Q1763376,Calle de Embajadores,40.389625,-3.69205,,,6,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,21-24
2017-7719,14-08-17,21:00-21:59,LUNES,Moncloa-Aravaca,https://www.wikidata.org/wiki/Q2017682,Cuesta de San Vicente,40.42062222,-3.715108333,,,20,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,HOMBRE,HL                                      ,25-29
2017-7738,15-08-17,21:00-21:59,MARTES,Fuencarral-El Pardo,https://www.wikidata.org/wiki/Q656196,calle de Nuestra Señora de Valverde,40.49880556,-3.686477778,,,182,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,HOMBRE,HL                                      ,18-20
2017-7864,18-08-17,2:00-2:59,VIERNES,Centro,https://www.wikidata.org/wiki/Q1763376,rue Prim,40.42191111,-3.694208333, PASEO DE RECOLETOS,,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,MUJER,HL                                      ,21-24
2017-7800,18-08-17,17:00-17:59,VIERNES,Arganzuela,https://www.wikidata.org/wiki/Q2000929,calle de Segovia,40.41392222,-3.717280556,boulevard Virgen del Puerto,https://www.wikidata.org/wiki/Q6065659,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,ATROPELLO,/kos/accidentes/atropello,CONDUCTOR,HOMBRE,IL                                      ,15-17
2017-7927,21-08-17,10:00-10:59,LUNES,Centro,https://www.wikidata.org/wiki/Q1763376,calle de Segovia,40.41392222,-3.717280556, CUESTA DE LA VEGA,,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,HOMBRE,HL                                      ,40-44
