Accident_ID,FECHA,RANGO HORARIO,DIA SEMANA,DISTRITO,district_code,LUGAR 1,coordinate location,lugar1_code,LUGAR 2,lugar2_code,Nº,CPFA Hielo,CPFA Lluvia,CPFA Niebla,CPFA Seco,CPFA Nieve,CPSV Mojada,CPSV Aceite,CPSV Grava Suelta,CPSV Seca Y Limpia,Nº VICTIMAS *,TIPO ACCIDENTE,SKOS_TypeAccident,TIPO PERSONA,SEXO,LESIVIDAD,Tramo Edad
2017-88,01/01/2017,6:00-6:59,DOMINGO,Arganzuela,https://www.wikidata.org/wiki/Q2000929,Calle de Toledo,"40.410627777778,-3.7089805555556",https://www.wikidata.org/wiki/Q5740883,,,120,false,false,false,true,false,false,false,false,true,1,CHOQUE CON OBJETO FIJO,/kos/accidentes/choque-con-objeto-fijo,CONDUCTOR,MUJER,HG                                      ,21-24
2017-307,03/01/2017,19:00-19:59,MARTES,Centro,https://www.wikidata.org/wiki/Q1763376,rue Escalinata,"40.417344444444,-3.7093611111111",https://www.wikidata.org/wiki/Q26761885,,,8,false,false,false,true,false,false,false,false,true,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,HOMBRE,HL                                      ,18-20
2017-485,05/01/2017,14:00-14:59,JUEVES,Tetuán,https://www.wikidata.org/wiki/Q1773540,"Calle de Infanta Mercedes, Madrid","40.4584,-3.6973111111111",https://www.wikidata.org/wiki/Q27044192,,,27,false,false,false,true,false,false,false,false,true,2,ATROPELLO,/kos/accidentes/atropello,CONDUCTOR,HOMBRE,HL                                      ,65-69
2017-191,06/01/2017,11:00-11:59,VIERNES,Centro,https://www.wikidata.org/wiki/Q1763376,"Cuesta de la Vega, Madrid",,https://www.wikidata.org/wiki/Q5794014, PASEO DE LA CIUDAD DE PLASENCIA,,0,false,false,false,true,false,false,false,false,true,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,55-59
2017-194,08/01/2017,13:00-13:59,DOMINGO,Arganzuela,https://www.wikidata.org/wiki/Q2000929,Ronda de Toledo,"40.405775,-3.7066833333333",https://www.wikidata.org/wiki/Q6111946,,,14,false,false,false,true,false,false,false,false,true,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,HOMBRE,HL                                      ,35-39
2017-339,08/01/2017,20:00-20:59,DOMINGO,Centro,https://www.wikidata.org/wiki/Q1763376,calle de Segovia,"40.413922222222,-3.7172805555556",https://www.wikidata.org/wiki/Q8255505,,,16,false,false,false,true,false,false,false,false,true,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,MUJER,HG                                      ,21-24
2017-615,09/01/2017,14:00-14:59,LUNES,Tetuán,https://www.wikidata.org/wiki/Q1773540,Calle de Bravo Murillo,"40.448311111111,-3.7035944444444",https://www.wikidata.org/wiki/Q5740815,,,101,false,false,false,true,false,false,false,false,true,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,MUJER,HL                                      ,35-39
2017-611,09/01/2017,23:00-23:59,LUNES,Tetuán,https://www.wikidata.org/wiki/Q1773540,"Calle de Infanta Mercedes, Madrid","40.4584,-3.6973111111111",https://www.wikidata.org/wiki/Q27044192, CALLE DE SOR ANGELA DE LA CRUZ,https://www.wikidata.org/wiki/Q21011321,0,false,false,false,true,false,false,false,false,true,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,35-39
2017-337,10/01/2017,18:00-18:59,MARTES,Retiro,https://www.wikidata.org/wiki/Q2002296,rue Montalbán,"40.418066666667,-3.6907333333333",https://www.wikidata.org/wiki/Q29903983,,,1,false,false,false,true,false,false,false,false,true,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,HOMBRE,HL                                      ,55-59
2017-617,10/01/2017,19:00-19:59,MARTES,Tetuán,https://www.wikidata.org/wiki/Q1773540,Calle de Bravo Murillo,"40.448311111111,-3.7035944444444",https://www.wikidata.org/wiki/Q5740815,,,243,false,false,false,true,false,false,false,false,true,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,HOMBRE,HL                                      ,35-39
2017-516,12/01/2017,17:00-17:59,JUEVES,Centro,https://www.wikidata.org/wiki/Q1763376,Gran Vía,"40.42,-3.70361",https://www.wikidata.org/wiki/Q1324163,,,22,false,false,false,true,false,false,false,false,true,2,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,MUJER,HG                                      ,55-59
2017-359,12/01/2017,18:00-18:59,JUEVES,Retiro,https://www.wikidata.org/wiki/Q2002296,Calle de Alcalá,"40.4283,-3.66778",https://www.wikidata.org/wiki/Q2424746,,,52,false,false,false,true,false,false,false,false,true,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,MUJER,HL                                      ,25-29
2017-359,12/01/2017,18:00-18:59,JUEVES,Retiro,https://www.wikidata.org/wiki/Q2002296,Calle de Alcalá,"40.4283,-3.66778",https://www.wikidata.org/wiki/Q2424746,,,52,false,false,false,true,false,false,false,false,true,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,NO ASIGNADO,IL                                      ,45-49
2017-425,15/01/2017,11:00-11:59,DOMINGO,Arganzuela,https://www.wikidata.org/wiki/Q2000929,boulevard Delicias,"40.399166666667,-3.6941388888889",https://www.wikidata.org/wiki/Q6065662,,,89,false,false,false,true,false,false,false,false,true,1,ATROPELLO,/kos/accidentes/atropello,CONDUCTOR,HOMBRE,IL                                      ,10-14
2017-640,20/01/2017,20:00-20:59,VIERNES,Chamartín,https://www.wikidata.org/wiki/Q1766348,paseo de la Castellana,"40.44388889,-3.69138889",https://www.wikidata.org/wiki/Q1473674,,,244,false,false,false,true,false,false,false,false,true,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,35-39
2017-660,21/01/2017,20:00-20:59,SABADO,Salamanca,https://www.wikidata.org/wiki/Q1773521,rue Goya,"40.424969444444,-3.6793916666667",https://www.wikidata.org/wiki/Q28015873,,,71,false,false,false,true,false,false,false,false,true,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,HOMBRE,HL                                      ,25-29
2017-686,22/01/2017,22:00-22:59,DOMINGO,Chamartín,https://www.wikidata.org/wiki/Q1766348,"Calle de Gutiérrez Solana, Madrid","40.450661111111,-3.6883166666667",https://www.wikidata.org/wiki/Q28531457,"Paseo de La Habana, Madrid",https://www.wikidata.org/wiki/Q28059068,0,false,false,false,true,false,false,false,false,true,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,HOMBRE,HL                                      ,21-24
2017-749,24/01/2017,10:00-10:59,MARTES,Retiro,https://www.wikidata.org/wiki/Q2002296,"Calle de O'Donnell, Madrid","40.421416666667,-3.6723527777778",https://www.wikidata.org/wiki/Q5740859,,,44,false,false,false,true,false,false,false,false,true,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,45-49
2017-834,26/01/2017,8:00-8:59,JUEVES,Hortaleza,https://www.wikidata.org/wiki/Q1928529,avenida de Machupichu,"40.460144444444,-3.6284305555556",https://www.wikidata.org/wiki/Q28971955,"Calle de José Miguel Guridi, Madrid",https://www.wikidata.org/wiki/Q28971962,0,false,false,false,true,false,false,false,false,true,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,25-29
2017-840,27/01/2017,8:00-8:59,VIERNES,Retiro,https://www.wikidata.org/wiki/Q2002296,rue Doctor Esquerdo,"40.41720278,-3.66934722",https://www.wikidata.org/wiki/Q5741005,,,114,false,true,false,false,false,true,false,false,false,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,50-54
2017-1120,31/01/2017,21:00-21:59,MARTES,Centro,https://www.wikidata.org/wiki/Q1763376,carrer de Cedaceros,"40.417383333333,-3.6984805555556",https://www.wikidata.org/wiki/Q27051021,,,4,false,false,false,true,false,false,false,false,true,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,MUJER,HL                                      ,30-34
2017-1109,02/02/2017,15:00-15:59,JUEVES,Arganzuela,https://www.wikidata.org/wiki/Q2000929,Avenida del Planetario,"40.38977814,-3.68676114",https://www.wikidata.org/wiki/Q17622122, CALLE DE EROS,,0,false,true,false,false,false,true,false,false,false,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,HOMBRE,HL                                      ,40-44
2017-1145,02/02/2017,22:00-22:59,JUEVES,Hortaleza,https://www.wikidata.org/wiki/Q1928529,Avenida de los Andes,"40.454827777778,-3.6214805555556",https://www.wikidata.org/wiki/Q28997223, GLORIETA DE YUCATAN,,0,false,false,false,true,false,true,false,false,false,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,MUJER,HL                                      ,25-29
2017-1082,03/02/2017,00:00-00:59,VIERNES,Chamberí,https://www.wikidata.org/wiki/Q1763370,Calle de Bravo Murillo,"40.448311111111,-3.7035944444444",https://www.wikidata.org/wiki/Q5740815,rue José Abascal,https://www.wikidata.org/wiki/Q27310549,0,false,false,false,true,false,false,false,false,true,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,21-24
2017-1266,03/02/2017,22:00-22:59,VIERNES,Centro,https://www.wikidata.org/wiki/Q1763376,San Bernardo street,"40.425722222222,-3.7072194444444",https://www.wikidata.org/wiki/Q5740864,,,5,false,false,false,true,false,false,false,false,true,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,HOMBRE,HL                                      ,30-34
2017-1166,04/02/2017,13:00-13:59,SABADO,San Blas,https://www.wikidata.org/wiki/Q2001937,avenida de Arcentales,"40.4342,-3.6136527777778",https://www.wikidata.org/wiki/Q56155322,,,7,false,true,false,false,false,true,false,false,false,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,HOMBRE,HL                                      ,30-34
2017-1222,04/02/2017,20:00-20:59,SABADO,Arganzuela,https://www.wikidata.org/wiki/Q2000929,rue Bustamante,"40.400623,-3.689926",https://www.wikidata.org/wiki/Q27430098,boulevard Delicias,https://www.wikidata.org/wiki/Q6065662,0,false,true,false,false,false,true,false,false,false,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,18-20
2017-1233,05/02/2017,12:00-12:59,DOMINGO,Moncloa-Aravaca,https://www.wikidata.org/wiki/Q2017682,calle del Arquitecto Sánchez Arcas,"40.453527777778,-3.7160694444444",https://www.wikidata.org/wiki/Q29045308,,,13,false,false,false,true,false,false,false,false,false,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,HOMBRE,HL                                      ,30-34
2017-1250,07/02/2017,9:00-9:59,MARTES,Centro,https://www.wikidata.org/wiki/Q1763376,"Calle de Torija, Madrid","40.420811111111,-3.7103222222222",https://www.wikidata.org/wiki/Q28946398, PLAZA DE LA MARINA ESPAÑOLA,,0,false,false,false,true,false,false,false,false,true,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,HOMBRE,HL                                      ,45-49
2017-1368,07/02/2017,13:00-13:59,MARTES,Chamberí,https://www.wikidata.org/wiki/Q1763370,rue Zurbarán,"40.429536111111,-3.6928888888889",https://www.wikidata.org/wiki/Q28028696,paseo de la Castellana,https://www.wikidata.org/wiki/Q1473674,0,false,false,false,true,false,false,false,false,true,1,CHOQUE CON OBJETO FIJO,/kos/accidentes/choque-con-objeto-fijo,CONDUCTOR,MUJER,HL                                      ,35-39
2017-1282,07/02/2017,22:00-22:59,MARTES,Retiro,https://www.wikidata.org/wiki/Q2002296,avenue Menéndez Pelayo,"40.415858333333,-3.6779583333333",https://www.wikidata.org/wiki/Q28936960,,,32,false,false,false,true,false,false,false,false,true,1,CHOQUE CON OBJETO FIJO,/kos/accidentes/choque-con-objeto-fijo,CONDUCTOR,HOMBRE,HG                                      ,45-49
2017-1480,10/02/2017,9:00-9:59,VIERNES,Centro,https://www.wikidata.org/wiki/Q1763376,Calle de Preciados,"40.418444444444,-3.7049416666667",https://www.wikidata.org/wiki/Q5552155,,,28,false,true,false,false,false,true,false,false,false,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,MUJER,HL                                      ,30-34
2017-1407,10/02/2017,13:00-13:59,VIERNES,Salamanca,https://www.wikidata.org/wiki/Q1773521,Calle de Alcalá,"40.4283,-3.66778",https://www.wikidata.org/wiki/Q2424746,,,149,false,true,false,false,false,true,false,false,false,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,MUJER,HL                                      ,21-24
2017-1435,12/02/2017,00:00-00:59,DOMINGO,Centro,https://www.wikidata.org/wiki/Q1763376,PLAZA DEL EMPERADOR CARLOS V ,,,Ronda de Atocha,https://www.wikidata.org/wiki/Q26831149,0,false,true,false,false,false,true,false,false,false,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,35-39
2017-1658,14/02/2017,8:00-8:59,MARTES,Centro,https://www.wikidata.org/wiki/Q1763376,Calle de Alcalá,"40.4283,-3.66778",https://www.wikidata.org/wiki/Q2424746,,,51,false,false,false,true,false,false,false,false,true,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,55-59
2017-1538,14/02/2017,9:00-9:59,MARTES,Salamanca,https://www.wikidata.org/wiki/Q1773521,calle del Alcalde Sáinz de Baranda,"40.416758333333,-3.6736027777778",https://www.wikidata.org/wiki/Q28070977,,,92,false,false,false,true,false,false,false,false,true,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HG                                      ,55-59
2017-1603,15/02/2017,8:00-8:59,MIERCOLES,Chamartín,https://www.wikidata.org/wiki/Q1766348,Serrano Street,"40.435216666667,-3.6865138888889",https://www.wikidata.org/wiki/Q5740879,,,103,false,false,false,true,false,false,false,false,true,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,HOMBRE,HL                                      ,18-20
2017-1691,16/02/2017,7:00-7:59,JUEVES,Fuencarral-El Pardo,https://www.wikidata.org/wiki/Q656196,calle de Nuestra Señora de Valverde,"40.498805555556,-3.6864777777778",https://www.wikidata.org/wiki/Q56256719,,,45,false,false,false,true,false,false,false,false,true,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,35-39
2017-1674,18/02/2017,16:00-16:59,SABADO,Carabanchel,https://www.wikidata.org/wiki/Q1001991,avenida de los Poblados,"40.373716666667,-3.7338972222222",https://www.wikidata.org/wiki/Q26795575, CALLE DE LAS CERILLERAS,,0,false,false,false,true,false,false,false,false,true,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,HOMBRE,HG                                      ,45-49
2017-1715,19/02/2017,13:00-13:59,DOMINGO,Chamberí,https://www.wikidata.org/wiki/Q1763370,"Calle de Santa Feliciana, Madrid","40.433208333333,-3.6992916666667",https://www.wikidata.org/wiki/Q28538924,,,6,false,false,false,true,false,false,false,false,true,1,ATROPELLO,/kos/accidentes/atropello,CONDUCTOR,HOMBRE,IL                                      ,18-20
2017-1723,19/02/2017,20:00-20:59,DOMINGO,Tetuán,https://www.wikidata.org/wiki/Q1773540,avenue Asturias,"40.469458333333,-3.6956444444444",https://www.wikidata.org/wiki/Q30300905,Sinesio Delgado Street,https://www.wikidata.org/wiki/Q52245452,0,false,false,false,true,false,false,false,false,true,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,15-17
2017-1830,22/02/2017,19:00-19:59,MIERCOLES,Moncloa-Aravaca,https://www.wikidata.org/wiki/Q2017682,Paseo de Camoens,"40.431177777778,-3.7258027777778",https://www.wikidata.org/wiki/Q42251452,,,0,false,false,false,true,false,false,false,false,true,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,21-24
2017-1863,24/02/2017,19:00-19:59,VIERNES,Chamberí,https://www.wikidata.org/wiki/Q1763370,"Calle de Guzmán el Bueno, Madrid","40.436183333333,-3.7130777777778",https://www.wikidata.org/wiki/Q27031398,calle del General Asensio Cabanillas,https://www.wikidata.org/wiki/Q28362354,0,false,false,false,true,false,false,false,false,true,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HG                                      ,30-34
2017-1946,27/02/2017,10:00-10:59,LUNES,Chamberí,https://www.wikidata.org/wiki/Q1763370,calle de Zurbano,"40.433961111111,-3.6932444444444",https://www.wikidata.org/wiki/Q27043742,boulevard Eduardo Dato,https://www.wikidata.org/wiki/Q20890584,0,false,false,false,true,false,false,false,false,true,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,40-44
2017-1994,28/02/2017,17:00-17:59,MARTES,Salamanca,https://www.wikidata.org/wiki/Q1773521,rue Goya,"40.424969444444,-3.6793916666667",https://www.wikidata.org/wiki/Q28015873,Serrano Street,https://www.wikidata.org/wiki/Q5740879,0,false,false,false,true,false,false,false,false,true,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,HOMBRE,HL                                      ,25-29
2017-1970,28/02/2017,19:00-19:59,MARTES,Retiro,https://www.wikidata.org/wiki/Q2002296,avenue Menéndez Pelayo,"40.415858333333,-3.6779583333333",https://www.wikidata.org/wiki/Q28936960,,,38,false,false,false,true,false,false,false,false,true,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,HOMBRE,HL                                      ,35-39
2017-1987,28/02/2017,19:00-19:59,MARTES,San Blas,https://www.wikidata.org/wiki/Q2001937,avenida de Arcentales,"40.4342,-3.6136527777778",https://www.wikidata.org/wiki/Q56155322, CALLE DE MIGUEL YUSTE,,0,false,false,false,true,false,false,false,false,true,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,45-49
2017-1973,28/02/2017,20:00-20:59,MARTES,Retiro,https://www.wikidata.org/wiki/Q2002296,rue Lope de Rueda,"40.420647222222,-3.6776138888889",https://www.wikidata.org/wiki/Q28071028,"Calle de O'Donnell, Madrid",https://www.wikidata.org/wiki/Q5740859,0,false,false,false,true,false,false,false,false,true,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,HOMBRE,HL                                      ,30-34
2017-2010,01/03/2017,9:00-9:59,MIERCOLES,Hortaleza,https://www.wikidata.org/wiki/Q1928529,"Carretera de Canillas, Madrid","40.463408333333,-3.6465138888889",https://www.wikidata.org/wiki/Q28973490,,,10,false,false,false,true,false,false,false,false,true,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,MUJER,HL                                      ,35-39
2017-2242,02/03/2017,8:00-8:59,JUEVES,Centro,https://www.wikidata.org/wiki/Q1763376,San Bernardo street,"40.425722222222,-3.7072194444444",https://www.wikidata.org/wiki/Q5740864,,,59,false,false,false,true,false,false,false,false,true,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,HOMBRE,HL                                      ,40-44
2017-2112,03/03/2017,14:00-14:59,VIERNES,Chamberí,https://www.wikidata.org/wiki/Q1763370,Calle de Raimundo Fernández Villaverde,"40.446594444444,-3.6985944444444",https://www.wikidata.org/wiki/Q26741180,,,30,false,true,false,false,false,true,false,false,false,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,HOMBRE,HL                                      ,25-29
2017-2189,05/03/2017,15:00-15:59,DOMINGO,Chamberí,https://www.wikidata.org/wiki/Q1763370,calle de Génova,"40.426488888889,-3.6933805555556",https://www.wikidata.org/wiki/Q24294474, PLAZA DE ALONSO MARTINEZ,,0,false,false,false,true,false,false,false,false,true,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,MUJER,HL                                      ,50-54
2017-2303,08/03/2017,13:00-13:59,MIERCOLES,Chamberí,https://www.wikidata.org/wiki/Q1763370,"Calle de Fernando el Católico, Madrid","40.43421,-3.712066",https://www.wikidata.org/wiki/Q27243299,,,25,false,false,false,true,false,false,false,false,true,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,50-54
2017-2306,08/03/2017,23:00-23:59,MIERCOLES,Chamberí,https://www.wikidata.org/wiki/Q1763370,calle de María Panés,"40.444569444444,-3.6965333333333",https://www.wikidata.org/wiki/Q28944470,rue Modesto Lafuente,https://www.wikidata.org/wiki/Q27314640,0,false,false,false,true,false,false,false,false,true,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,HOMBRE,HL                                      ,25-29
2017-2384,09/03/2017,15:00-15:59,JUEVES,Arganzuela,https://www.wikidata.org/wiki/Q2000929,CALLE DE MURCIA ,,,rue Rafael de Riego,https://www.wikidata.org/wiki/Q27430115,0,false,false,false,true,false,false,false,false,true,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,HOMBRE,HL                                      ,45-49
2017-2370,09/03/2017,16:00-16:59,JUEVES,Moncloa-Aravaca,https://www.wikidata.org/wiki/Q2017682,CALLE DE EMERENCIANA ZURILLA ,,,rue San Restituto,https://www.wikidata.org/wiki/Q28938015,0,false,false,false,true,false,false,false,false,true,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,30-34
2017-2379,09/03/2017,19:00-19:59,JUEVES,Ciudad Lineal,https://www.wikidata.org/wiki/Q1763694,calle de Arturo Soria,"40.46258333,-3.66463889",https://www.wikidata.org/wiki/Q8255504, CUESTA DEL SAGRADO CORAZON,,0,false,false,false,true,false,false,false,false,true,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,30-34
2017-2481,10/03/2017,9:00-9:59,VIERNES,Carabanchel,https://www.wikidata.org/wiki/Q1001991,Calle General Ricardos,"40.390255555556,-3.729",https://www.wikidata.org/wiki/Q5740542,,,177,false,false,false,true,false,false,false,false,true,2,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,55-59
2017-2481,10/03/2017,9:00-9:59,VIERNES,Carabanchel,https://www.wikidata.org/wiki/Q1001991,Calle General Ricardos,"40.390255555556,-3.729",https://www.wikidata.org/wiki/Q5740542,,,177,false,false,false,true,false,false,false,false,true,2,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,VIAJERO,HOMBRE,HL                                      ,0-5
2017-2465,12/03/2017,15:00-15:59,DOMINGO,Tetuán,https://www.wikidata.org/wiki/Q1773540,"Avenida del Presidente Carmona, Madrid","40.454008333333,-3.6971472222222",https://www.wikidata.org/wiki/Q28966694,calle de los Mártires de la Ventilla,https://www.wikidata.org/wiki/Q56122321,0,false,false,false,true,false,false,false,false,true,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,45-49
2017-2625,13/03/2017,8:00-8:59,LUNES,Centro,https://www.wikidata.org/wiki/Q1763376,San Bernardo street,"40.425722222222,-3.7072194444444",https://www.wikidata.org/wiki/Q5740864,calle de San Vicente Ferrer,https://www.wikidata.org/wiki/Q27165938,0,false,false,false,true,false,false,false,false,true,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,30-34
2017-2544,14/03/2017,21:00-21:59,MARTES,Arganzuela,https://www.wikidata.org/wiki/Q2000929,Calle de Embajadores,"40.389625,-3.69205",https://www.wikidata.org/wiki/Q5740826,,,76,false,false,false,true,false,false,false,false,true,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,HOMBRE,HL                                      ,35-39
2017-2583,15/03/2017,17:00-17:59,MIERCOLES,Tetuán,https://www.wikidata.org/wiki/Q1773540,Calle de Bravo Murillo,"40.448311111111,-3.7035944444444",https://www.wikidata.org/wiki/Q5740815,,,288,false,false,false,true,false,false,false,false,true,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,25-29
2017-2610,16/03/2017,14:00-14:59,JUEVES,Centro,https://www.wikidata.org/wiki/Q1763376,Caballero de Gracia street,"40.419238888889,-3.6995277777778",https://www.wikidata.org/wiki/Q5740985,,,36,false,false,false,true,false,false,false,false,true,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,HOMBRE,HL                                      ,25-29
2017-2632,16/03/2017,20:00-20:59,JUEVES,Salamanca,https://www.wikidata.org/wiki/Q1773521,Francisco Silvela Street,"40.434675,-3.6746638888889",https://www.wikidata.org/wiki/Q26833642,,,50,false,false,false,true,false,false,false,false,true,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,30-34
2017-2618,17/03/2017,13:00-13:59,VIERNES,Centro,https://www.wikidata.org/wiki/Q1763376,San Bernardo street,"40.425722222222,-3.7072194444444",https://www.wikidata.org/wiki/Q5740864,calle del Pez,https://www.wikidata.org/wiki/Q5741017,0,false,false,false,true,false,false,false,false,true,1,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HG                                      ,18-20
2017-2700,17/03/2017,15:00-15:59,VIERNES,Arganzuela,https://www.wikidata.org/wiki/Q2000929,Paseo de Santa María de la Cabeza,"40.396494444444,-3.7033583333333",https://www.wikidata.org/wiki/Q6065630,,,10,false,false,false,true,false,false,false,false,true,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,MUJER,HL                                      ,35-39
2017-2647,17/03/2017,22:00-22:59,VIERNES,Chamberí,https://www.wikidata.org/wiki/Q1763370,rue Luchana,"40.43086667,-3.69974167",https://www.wikidata.org/wiki/Q18170648, GLORIETA DE BILBAO,,0,false,false,false,true,false,false,false,false,true,2,COLISIÓN DOBLE,/kos/accidentes/colisión-doble,CONDUCTOR,HOMBRE,HL                                      ,21-24
2017-2701,18/03/2017,14:00-14:59,SABADO,Arganzuela,https://www.wikidata.org/wiki/Q2000929,calle de Segovia,"40.413922222222,-3.7172805555556",https://www.wikidata.org/wiki/Q8255505,,,57,false,false,false,true,false,false,false,false,true,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,HOMBRE,HL                                      ,25-29
2017-2717,19/03/2017,10:00-10:59,DOMINGO,Centro,https://www.wikidata.org/wiki/Q1763376,street of Montera,"40.4186,-3.7022416666667",https://www.wikidata.org/wiki/Q5740928,Strato de la Ĝardenoj,https://www.wikidata.org/wiki/Q28052611,0,false,false,false,true,false,false,false,false,true,1,CAÍDA BICICLETA,/kos/accidentes/caída-bicicleta,CONDUCTOR,MUJER,HL                                      ,55-59
2017-2702,20/03/2017,15:00-15:59,LUNES,Retiro,https://www.wikidata.org/wiki/Q2002296,avenue Ciudad de Barcelona,"40.402858333333,-3.6778888888889",https://www.wikidata.org/wiki/Q5714227, CALLE DEL ALBERCHE,,0,false,false,false,true,false,false,false,false,true,1,ATROPELLO,/kos/accidentes/atropello,CONDUCTOR,HOMBRE,IL                                      ,10-14
